facility_type,facility_type_description,subtype,subtype_description,permit_number,premise_name,premise_address,premise_city,premise_state,premise_zip,Inspection_Area,opening_date,ObjectId
695,SWIMMING AREA,191,SWIMMING POOL,29012,CHARLESTOWN OF DOUGLAS HILLS,407 CHARLESTOWN COURT,LOUISVILLE,KY,40243,25,1988/08/02 00:00:00,1
695,SWIMMING AREA,191,SWIMMING POOL,45509,LOUISVILLE BOAT CLUB,4200 RIVER ROAD,LOUISVILLE,KY,40207,26,1991/11/19 00:00:00,2
695,SWIMMING AREA,191,SWIMMING POOL,29320,ROYAL OAKS CONDOS,1901 MANOR HOUSE DR,LOUISVILLE,KY,40220,28,1988/06/07 00:00:00,3
695,SWIMMING AREA,191,SWIMMING POOL,29687,FOREST PARK CONDOMINIUMS,1600 FOREST PARK RD,LOUISVILLE,KY,40223,25,1988/06/22 00:00:00,4
695,SWIMMING AREA,191,SWIMMING POOL,46780,LAKESIDE SWIM CLUB,2010 TREVILLIAN WAY,LOUISVILLE,KY,40205,27,1992/06/16 00:00:00,5
695,SWIMMING AREA,197,SPA,72868,RESIDENCE INN,333 E. MARKET ST,LOUISVILLE,KY,40202,28,2004/11/29 00:00:00,6
695,SWIMMING AREA,191,SWIMMING POOL,29022,RESIDENCE INN BY MARRIOTT,120 N HURSTBOURNE PKWY,LOUISVILLE,KY,40222,29,1988/06/02 00:00:00,7
695,SWIMMING AREA,191,SWIMMING POOL,29321,SALEM SQUARE CONDOMINIUMS,521 ZORN AVE,LOUISVILLE,KY,40206,26,1988/06/07 00:00:00,8
695,SWIMMING AREA,196,SPRAY POOL,85808,METRO PARKS RIVERVIEW PARK SPRAYGROUND,8203 GREENWOOD RD,LOUISVILLE,KY,40258,23,2010/04/30 00:00:00,9
695,SWIMMING AREA,192,SWIMMING / DIVING POOL,64231,WOODMONT,4120 WOODMONT PARK LN,LOUISVILLE,KY,40245,25,2003/09/23 00:00:00,10
695,SWIMMING AREA,192,SWIMMING / DIVING POOL,29688,OWL CREEK SUBDIVISION,10607 HOBBS STATION ROAD,LOUISVILLE,KY,40223,25,1988/06/22 00:00:00,11
695,SWIMMING AREA,191,SWIMMING POOL,46900,PROMENADE COURT TOWNHOMES,152 PROMENADE CT,LOUISVILLE,KY,40223,29,1993/05/28 00:00:00,12
695,SWIMMING AREA,191,SWIMMING POOL,29025,SHELBY HOUSE,8605 SHELBYVILLE ROAD UNIT 231,LOUISVILLE,KY,40222,29,1988/06/02 00:00:00,13
695,SWIMMING AREA,191,SWIMMING POOL,72869,RESIDENCE INN,333 E. MARKET ST,LOUISVILLE,KY,40202,28,2004/11/29 00:00:00,14
695,SWIMMING AREA,191,SWIMMING POOL,29326,DEVONSHIRE APARTMENTS,8301 DONCASTER WAY,LOUISVILLE,KY,40222,26,1988/06/07 00:00:00,15
695,SWIMMING AREA,191,SWIMMING POOL,85836,SULLIVAN UNIVERSITY,4004 GARDINER POINTE DR,LOUISVILLE,KY,40213,28,2010/04/15 00:00:00,16
695,SWIMMING AREA,191,SWIMMING POOL,46985,CANTERBURY PLACE,1005 EAST BRIDGE COURT,LOUISVILLE,KY,40223,25,1992/07/21 00:00:00,17
695,SWIMMING AREA,199,WADING POOL,29689,OWL CREEK SUBDIVISION,10607 HOBBS STATION ROAD,LOUISVILLE,KY,40223,25,1988/06/22 00:00:00,18
695,SWIMMING AREA,199,WADING POOL,64232,WOODMONT,4120 WOODMONT PARK LN,LOUISVILLE,KY,40245,25,2003/09/29 00:00:00,19
695,SWIMMING AREA,191,SWIMMING POOL,29141,HURSTBOURNE COUNTRY CLUB,9000 HURSTBOURNE CLUB LN,LOUISVILLE,KY,40222,29,1988/06/06 00:00:00,20
695,SWIMMING AREA,191,SWIMMING POOL,72916,FALCON CREST,3800 FALCON CREST DR,LOUISVILLE,KY,40219,27,2004/12/03 00:00:00,21
695,SWIMMING AREA,191,SWIMMING POOL,29328,SHAWNEE HIGH SCHOOL,4010 W. MARKET STREET,LOUISVILLE,KY,40212,24,2002/03/04 00:00:00,22
695,SWIMMING AREA,196,SPRAY POOL,86298,MARSHALL SPRAYGROUND,1310 S BECKLEY STATION RD,LOUISVILLE,KY,40245,25,2010/07/06 00:00:00,23
695,SWIMMING AREA,191,SWIMMING POOL,47145,WOODLANDS ON HARROD CREEK,5630 TIMBER CREEK CT,LOUISVILLE,KY,40059,21,1996/07/25 00:00:00,24
695,SWIMMING AREA,191,SWIMMING POOL,64284,RESIDENCE INN - LOUISVILLE AIRPORT,700 PHILLIPS LN,LOUISVILLE,KY,40209,28,2005/07/19 00:00:00,25
695,SWIMMING AREA,191,SWIMMING POOL,29693,THE FORUM AT BROOKSIDE,200 BROOKSIDE DR,DOUGLASS HILLS,KY,40243,25,1988/06/22 00:00:00,26
695,SWIMMING AREA,191,SWIMMING POOL,29144,BLAIRWOOD SWIM CLUB,9300 BLAIRWOOD RD,LOUISVILLE,KY,40222,29,1996/09/05 00:00:00,27
695,SWIMMING AREA,191,SWIMMING POOL,73219,HAMPTON INN & SUITES LOUISVILLE EAST,1451 ALLIANT AVE,LOUISVILLE,KY,40299,22,2005/01/20 00:00:00,28
695,SWIMMING AREA,191,SWIMMING POOL,96776,OXMOOR APARTMENT HOMES,7400 STEEPLE CREST CIRCLE,LOUISVILLE,KY,40222,26,2015/07/06 00:00:00,29
695,SWIMMING AREA,191,SWIMMING POOL,29334,SHENANDOAH CONDOS,1 DUPONT WAY,LOUISVILLE,KY,40207,26,1988/06/07 00:00:00,30
695,SWIMMING AREA,196,SPRAY POOL,86575,METRO PARKS LONG RUN PARK SPRAYGROUND,1605 FLAT ROCK RD,LOUISVILLE,KY,40245,25,2010/08/16 00:00:00,31
695,SWIMMING AREA,191,SWIMMING POOL,47281,YMCA NORTHEAST,9400 MILL BROOK RD,LOUISVILLE,KY,40223,25,1992/09/02 00:00:00,32
695,SWIMMING AREA,191,SWIMMING POOL,64288,JEFFERSON TRACE HOA INC,11330 JEFFERSON TRACE BLVD,LOUISVILLE,KY,40291,22,2005/07/18 00:00:00,33
695,SWIMMING AREA,191,SWIMMING POOL,29699,STONEMILL VILLAGE / INDOOR POOL,850 WASHBURN AVE,LOUISVILLE,KY,40222,29,1988/06/22 00:00:00,34
695,SWIMMING AREA,192,SWIMMING / DIVING POOL,29146,BLAIRWOOD SWIM CLUB,9300 BLAIRWOOD RD,LOUISVILLE,KY,40222,29,1998/07/08 00:00:00,35
695,SWIMMING AREA,191,SWIMMING POOL,73376,BLANKENBAKER CROSSINGS APTS,2515 SHINING WATER DR,LOUISVILLE,KY,40299,22,2005/02/10 00:00:00,36
695,SWIMMING AREA,191,SWIMMING POOL,29336,DOUGLAS HILLS CONDO,800 LOGSDON CT,LOUISVILLE,KY,40243,25,1988/06/07 00:00:00,37
695,SWIMMING AREA,191,SWIMMING POOL,96778,JAMESTOWN APARTMENTS,902 MARKHAM LANE,LOUISVILLE,KY,40207,28,2015/08/14 00:00:00,38
695,SWIMMING AREA,191,SWIMMING POOL,47537,SPRINGHURST SWIMMING POOL,4200 SPRINGHURST BLVD,LOUISVILLE,KY,40241,21,1996/09/03 00:00:00,39
695,SWIMMING AREA,196,SPRAY POOL,86652,METRO PARKS SHAWNEE PARK,4501 W. BROADWAY,LOUISVILLE,KY,40211,24,2010/08/25 00:00:00,40
695,SWIMMING AREA,191,SWIMMING POOL,64340,RESERVE AT GLENMARY ATTN: JIM BRYAN,10719 PROVIDENCE DR,LOUISVILLE,KY,40291,22,2005/08/18 00:00:00,41
695,SWIMMING AREA,191,SWIMMING POOL,29715,STONEMILL VILLAGE / OUTDOOR POOL,850 WASHBURN AVE,LOUISVILLE,KY,40222,26,1988/06/23 00:00:00,42
695,SWIMMING AREA,199,WADING POOL,29148,BLAIRWOOD SWIM CLUB,9300 BLAIRWOOD RD,LOUISVILLE,KY,40222,29,1998/07/08 00:00:00,43
695,SWIMMING AREA,196,SPRAY POOL,87109,METRO PARKS BRESLIN PARK SPRAY POOL,1388 LEXINGTON RD,LOUISVILLE,KY,40206,26,2010/10/27 00:00:00,44
695,SWIMMING AREA,197,SPA,64504,HOLIDAY INN EXPRESS,1520 ALLIANT AVE,LOUISVILLE,KY,40299,22,2000/07/25 00:00:00,45
695,SWIMMING AREA,191,SWIMMING POOL,73377,SLEEP INN,3330 PRESTON HWY,LOUISVILLE,KY,40213,28,2005/02/16 00:00:00,46
695,SWIMMING AREA,199,WADING POOL,29337,DOUGLAS HILLS SWIM CLUB,501 GATEHOUSE LN,LOUISVILLE,KY,40243,25,1988/06/07 00:00:00,47
695,SWIMMING AREA,191,SWIMMING POOL,64505,HOLIDAY INN EXPRESS,1520 ALLIANT AVE,LOUISVILLE,KY,40299,22,2000/07/25 00:00:00,48
695,SWIMMING AREA,191,SWIMMING POOL,88465,CARDINAL TOWNE HOUSING,1810 S THIRD ST,LOUISVILLE,KY,40208,23,2011/08/15 00:00:00,49
695,SWIMMING AREA,191,SWIMMING POOL,29716,SPINDLEWICK CONDO,810 WASHBURN AVE,LOUISVILLE,KY,40206,26,1988/06/23 00:00:00,50
695,SWIMMING AREA,191,SWIMMING POOL,29156,1616 CONDOMINIUMS,1616 GARDINER LN,LOUISVILLE,KY,40205,28,1988/06/06 00:00:00,51
695,SWIMMING AREA,197,SPA,96780,JAMESTOWN APARTMENTS,902 MARKHAM LANE,LOUISVILLE,KY,40207,28,,52
695,SWIMMING AREA,199,WADING POOL,47538,SPRINGHURST WADING POOL,4200 SPRINGHURST BLVD,LOUISVILLE,KY,40241,21,1996/09/03 00:00:00,53
695,SWIMMING AREA,191,SWIMMING POOL,29724,STATION HOUSE SQUARE APTS,1509 S 6TH STREET,LOUISVILLE,KY,40208,23,1988/06/23 00:00:00,54
695,SWIMMING AREA,192,SWIMMING / DIVING POOL,29161,LAKE FOREST - THE LODGE,511 WOODLAKE DR,LOUISVILLE,KY,40245,25,1988/06/06 00:00:00,55
695,SWIMMING AREA,191,SWIMMING POOL,96858,JEFFERSON POST APARTMENTS,7111 JEFFERSON RUN DR,LOUISVILLE,KY,40219,27,,56
695,SWIMMING AREA,192,SWIMMING / DIVING POOL,74542,U OF L NATATORIUM,2216 S. FLOYD ST,LOUISVILLE,KY,40208,23,2005/08/19 00:00:00,57
695,SWIMMING AREA,192,SWIMMING / DIVING POOL,29338,DOUGLAS HILLS SWIM CLUB,501 GATEHOUSE LN,LOUISVILLE,KY,40243,25,1988/06/07 00:00:00,58
695,SWIMMING AREA,199,WADING POOL,64575,HURSTBOURNE COUNTRY CLUB,9000 HURSTBOURNE CLUB LN,LOUISVILLE,KY,40222,29,2005/05/27 00:00:00,59
695,SWIMMING AREA,197,SPA,88466,CARDINAL TOWNE HOUSING,1810 S THIRD ST,LOUISVILLE,KY,40208,23,2011/08/15 00:00:00,60
695,SWIMMING AREA,191,SWIMMING POOL,47621,ST. XAVIER HIGH SCHOOL,1609 POPLAR LEVEL RD,LOUISVILLE,KY,40217,27,1992/10/28 00:00:00,61
695,SWIMMING AREA,191,SWIMMING POOL,29738,THE HARBOR CONDOMINIUM,6413 MARINA DR,LOUISVILLE,KY,40059,21,1990/09/17 00:00:00,62
695,SWIMMING AREA,191,SWIMMING POOL,29162,LAKE FOREST - THE LODGE,511 WOODLAKE DR,LOUISVILLE,KY,40245,25,1988/06/06 00:00:00,63
695,SWIMMING AREA,199,WADING POOL,97048,SARATOGA WOODS,4310 SARATOGA WOODS DR,JEFFERSONTOWN,KY,40299,22,2015/06/16 00:00:00,64
695,SWIMMING AREA,191,SWIMMING POOL,75605,NORTON COMMONS - JIMSON POOL,9400 FEATHERBELL,LOUISVILLE,KY,40059,21,2006/03/01 00:00:00,65
695,SWIMMING AREA,192,SWIMMING / DIVING POOL,29340,EP TOM SAWYER STATE PARK,3000 FREYS HILL RD,LOUISVILLE,KY,40241,21,1988/06/07 00:00:00,66
695,SWIMMING AREA,191,SWIMMING POOL,64696,VILLAGES OF PARK DUVALLE II,1804 RUSSELL LEE DRIVE,LOUISVILLE,KY,40211,24,2000/09/07 00:00:00,67
695,SWIMMING AREA,191,SWIMMING POOL,88531,ROLLING HILLS - LEFT,9100 RAINBOW SPRINGS DR,LOUISVILLE,KY,40241,21,2011/08/09 00:00:00,68
695,SWIMMING AREA,191,SWIMMING POOL,48379,STONECREST CONDOMINIUMS,750 ZORN AVE,LOUISVILLE,KY,40206,26,1993/03/16 00:00:00,69
695,SWIMMING AREA,191,SWIMMING POOL,48976,HILLVIEW WOODS APTS SWIM POOL,4800 BIRCH TREE LANE,LOUISVILLE,KY,40229,27,1993/06/18 00:00:00,70
695,SWIMMING AREA,191,SWIMMING POOL,49413,SUTHERLAND,6800 WINDHAM PKWY,PROSPECT,KY,40059,21,1993/09/02 00:00:00,71
695,SWIMMING AREA,191,SWIMMING POOL,50781,THE GARDENS OF EASTERN PARKWAY,1267 PARKWAY GARDEN CT,LOUISVILLE,KY,40204,28,1994/05/26 00:00:00,72
695,SWIMMING AREA,191,SWIMMING POOL,51331,DORSEY HILLS CONDOMINIUM,10601 MCMEEKIN LN,LOUISVILLE,KY,40223,25,1994/08/04 00:00:00,73
695,SWIMMING AREA,191,SWIMMING POOL,51429,HARBORTOWN CONDOMINIUMS,5401 HARBORTOWN RD,PROSPECT,KY,40059,28,1994/08/17 00:00:00,74
695,SWIMMING AREA,191,SWIMMING POOL,51464,HURSTBOURNE RIDGE CONDO,3701 HURSTBOURNE RIDGE PKWY,LOUISVILLE,KY,40299,22,1994/08/23 00:00:00,75
695,SWIMMING AREA,191,SWIMMING POOL,51574,HAZELWOOD CTR ICFR,1800 BLUEGRASS AVE,LOUISVILLE,KY,40215,23,1994/09/07 00:00:00,76
695,SWIMMING AREA,192,SWIMMING / DIVING POOL,53211,POLO FIELDS COUNTRY CLUB,17001 POLO FIELDS LN,LOUISVILLE,KY,40245,25,1995/06/01 00:00:00,77
695,SWIMMING AREA,199,WADING POOL,53244,POLO FIELDS COUNTRY CLUB,17001 POLO FIELDS LN,LOUISVILLE,KY,40245,25,1995/06/06 00:00:00,78
695,SWIMMING AREA,191,SWIMMING POOL,53324,HAMPTON INN,800 PHILLIPS LN,LOUISVILLE,KY,40209,28,1995/06/13 00:00:00,79
695,SWIMMING AREA,191,SWIMMING POOL,53531,GREENWOOD PLACE APTS,7500 GREENWOOD PLACE CIRCLE,LOUISVILLE,KY,40258,23,1995/07/12 00:00:00,80
695,SWIMMING AREA,191,SWIMMING POOL,53598,WINDSOR GATE CONDOMINIUMS,8601 AMBROSSE LN,LOUISVILLE,KY,40299,22,1998/07/08 00:00:00,81
695,SWIMMING AREA,191,SWIMMING POOL,53599,GREENHURST CONDOS,3940 GREENHURST DR,LOUISVILLE,KY,40299,22,1997/08/27 00:00:00,82
695,SWIMMING AREA,191,SWIMMING POOL,53611,CRESCENT HILL ROYALE CONDO,2730 BROWNSBORO RD,LOUISVILLE,KY,40206,24,1995/07/24 00:00:00,83
695,SWIMMING AREA,191,SWIMMING POOL,56079,WEMBERLEY HILL GARDEN HOMES,10601 WEMBERLY HILL BLVD,LOUISVILLE,KY,40241,21,1996/08/27 00:00:00,84
695,SWIMMING AREA,191,SWIMMING POOL,58033,CEDAR SPRINGS APTS. PHASE II,9000 SPRUCEDALE WAY,LOUISVILLE,KY,40291,22,1997/06/20 00:00:00,85
695,SWIMMING AREA,199,WADING POOL,58233,LAKE FOREST COUNTRY CLUB-WADING POOL,14700 LANDMARK DR,LOUISVILLE,KY,40245,25,1997/07/17 00:00:00,86
695,SWIMMING AREA,192,SWIMMING / DIVING POOL,58234,LAKE FOREST COUNTRY CLUB-POOL,14700 LANDMARK DR,LOUISVILLE,KY,40245,25,1997/07/17 00:00:00,87
695,SWIMMING AREA,199,WADING POOL,58444,SUTHERLAND,6800 WINDHAM PKWY,PROSPECT,KY,40059,21,1997/08/14 00:00:00,88
695,SWIMMING AREA,191,SWIMMING POOL,58518,PINEHURST GREEN PATIO HOMES,10630 EAGLE PINES LN,LOUISVILLE,KY,40223,29,1998/07/30 00:00:00,89
695,SWIMMING AREA,191,SWIMMING POOL,58634,FENWICK PLACE,8601 FENWICK CREEK PLACE,LOUISVILLE,KY,40220,29,1997/09/10 00:00:00,90
695,SWIMMING AREA,191,SWIMMING POOL,58635,QUALITY INNS & SUITES/AIRPORT,311 E. GAULBERT AVE,LOUISVILLE,KY,40208,23,1997/09/10 00:00:00,91
695,SWIMMING AREA,191,SWIMMING POOL,60018,WORTHINGTON GLEN CONDOMINIUMS,10200 WORTHINGTON GLEN DR,LOUISVILLE,KY,40241,21,1998/05/01 00:00:00,92
695,SWIMMING AREA,191,SWIMMING POOL,60284,THE OAKS AT PARK DUVALLE,3621 CHAUNCEY AVE,LOUISVILLE,KY,40211,24,2016/07/22 00:00:00,93
695,SWIMMING AREA,191,SWIMMING POOL,60333,COOPER CREEK VILLAGE APTS,4807 COOPER VILLAGE TERRACE,LOUISVILLE,KY,40219,27,2007/05/16 00:00:00,94
695,SWIMMING AREA,191,SWIMMING POOL,60646,RIVER FOREST COURTYARD HOMES,6318 RIVER FOREST DR,LOUISVILLE,KY,40258,23,1998/07/14 00:00:00,95
695,SWIMMING AREA,191,SWIMMING POOL,61022,VILLAGE OF OLDE ST ANDREWS,3500 ST. ANDREWS VILLAGE CIRCLE,LOUISVILLE,KY,40241,21,1998/08/31 00:00:00,96
695,SWIMMING AREA,191,SWIMMING POOL,61441,YMCA NORTHEAST,9400 MILL BROOK RD,LOUISVILLE,KY,40223,25,2005/12/08 00:00:00,97
695,SWIMMING AREA,191,SWIMMING POOL,62199,CHAMPION FARMS APARTMENTS,3700 SPRINGHURST BLVD,LOUISVILLE,KY,40241,21,2005/05/16 00:00:00,98
695,SWIMMING AREA,192,SWIMMING / DIVING POOL,62340,LOUISVILLE COUNTRY CLUB,25 MOCKINGBIRD VALLEY TRAIL,LOUISVILLE,KY,40207,26,2005/05/25 00:00:00,99
695,SWIMMING AREA,199,WADING POOL,62341,LOUISVILLE COUNTRY CLUB - WADING POOL,25 MOCKINGBIRD VALLEY TRAIL,LOUISVILLE,KY,40207,26,2005/05/25 00:00:00,100
695,SWIMMING AREA,191,SWIMMING POOL,62372,SHADOW RIDGE,10400 SHADOW RIDGE LN,LOUISVILLE,KY,40241,21,2005/06/15 00:00:00,101
695,SWIMMING AREA,191,SWIMMING POOL,62499,SWAN POINTE POOL,1112 SWAN POINTE BLVD,LOUISVILLE,KY,40243,22,2005/07/20 00:00:00,102
695,SWIMMING AREA,191,SWIMMING POOL,62700,CEDAR RIDGE CAMP & RETREAT CNT,4010 ROUTT RD,LOUISVILLE,KY,40299,22,2005/06/22 00:00:00,103
695,SWIMMING AREA,191,SWIMMING POOL,64085,"CAMBRIDGE COMMONS SWIM POOL C/O CMA, LLC",11101 CAMBRIDGE COMMONS DR.,LOUISVILLE,KY,40291,22,2005/08/19 00:00:00,104
695,SWIMMING AREA,191,SWIMMING POOL,64148,DEER CREEK PATIO HOMES,4101 LANDHERR DR,LOUISVILLE,KY,40299,22,2000/06/05 00:00:00,105
695,SWIMMING AREA,191,SWIMMING POOL,64173,COOPER FARMS,10500 LEVEN BLVD.,LOUISVILLE,KY,40229,27,2005/07/22 00:00:00,106
695,SWIMMING AREA,191,SWIMMING POOL,64195,HAMPTON INN,4100 HAMPTON LAKE WAY,LOUISVILLE,KY,40241,21,2005/08/08 00:00:00,107
695,SWIMMING AREA,191,SWIMMING POOL,64209,COPPERSHIRE CONDOMINIUMS,646 BIRCHWOOD AVE,LOUISVILLE,KY,40206,26,2005/05/27 00:00:00,108
695,SWIMMING AREA,191,SWIMMING POOL,64213,BROOKRIDGE VILLAGE,9510 RIDGESIDE DR,LOUISVILLE,KY,40291,22,2005/07/18 00:00:00,109
695,SWIMMING AREA,191,SWIMMING POOL,88532,ROLLING HILLS - RIGHT,9100 RAINBOW SPRINGS DR,LOUISVILLE,KY,40241,21,2011/08/09 00:00:00,110
695,SWIMMING AREA,191,SWIMMING POOL,29742,AMERICAN TURNERS OF LOUISVILLE,3125 RIVER RD,LOUISVILLE,KY,40207,24,1988/06/23 00:00:00,111
695,SWIMMING AREA,192,SWIMMING / DIVING POOL,97049,SARATOGA WOODS,4310 SARATOGA WOODS DR,LOUISVILLE,KY,40299,22,2015/07/13 00:00:00,112
695,SWIMMING AREA,191,SWIMMING POOL,75609,HOMEWOOD SUITES,9401 HURSTBOURNE TRACE,LOUISVILLE,KY,40222,29,2006/03/01 00:00:00,113
695,SWIMMING AREA,191,SWIMMING POOL,29163,METRO PARKS ALGONQUIN POOL,1614 CYPRESS ST,LOUISVILLE,KY,40210,24,1988/06/06 00:00:00,114
695,SWIMMING AREA,191,SWIMMING POOL,64893,BAPTIST  MILESTONE THERAPY,750 CYPRESS STATION DR,LOUISVILLE,KY,40207,26,2000/10/18 00:00:00,115
695,SWIMMING AREA,191,SWIMMING POOL,97064,COURTYARD BY MARRIOTT,100 S. 2ND ST.,LOUISVILLE,KY,40202,28,2015/08/24 00:00:00,116
695,SWIMMING AREA,191,SWIMMING POOL,29344,EAST HAMPTON CONDOS,10500 TIMBERWOOD CIRCLE,LOUISVILLE,KY,40223,29,1988/06/07 00:00:00,117
695,SWIMMING AREA,191,SWIMMING POOL,75896,THE SPRINGS OF GLENMARY VILLAGE,10420 CLYDE MOORE BLVD.,LOUISVILLE,KY,40291,22,2006/04/11 00:00:00,118
695,SWIMMING AREA,191,SWIMMING POOL,29167,AMBASSADOR EAST CONDO,1612 GARDINER LN,LOUISVILLE,KY,40205,28,1988/06/06 00:00:00,119
695,SWIMMING AREA,197,SPA,64902,BAPTIST MILESTONE SPA,750 CYPRESS STATION DR,LOUISVILLE,KY,40207,26,2000/10/18 00:00:00,120
695,SWIMMING AREA,191,SWIMMING POOL,88736,AUTUMN TRACE,7308 AUTUMN TRACE DR,LOUISVILLE,KY,40214,23,2011/07/11 00:00:00,121
695,SWIMMING AREA,191,SWIMMING POOL,97088,HILTON GARDEN INN,1530 ALLIANT AVE,JEFFERSONTOWN,KY,40299,22,2015/05/13 00:00:00,122
695,SWIMMING AREA,191,SWIMMING POOL,29747,CRESCENT SPRINGS CONDOMINIUM,408 LEDGEVIEW PARK DRIVE,LOUISVILLE,KY,40206,26,1990/08/22 00:00:00,123
695,SWIMMING AREA,192,SWIMMING / DIVING POOL,29350,ELKS CLUB,2824 KLONDIKE LN.,LOUISVILLE,KY,40218,27,1988/06/07 00:00:00,124
695,SWIMMING AREA,191,SWIMMING POOL,76509,COMFORT INN HOTEL,4444 DIXIE HWY,LOUISVILLE,KY,40216,23,2006/07/18 00:00:00,125
695,SWIMMING AREA,191,SWIMMING POOL,29168,LAKESIDE SWIM CLUB,2010 TREVILLIAN WAY,LOUISVILLE,KY,40205,28,1988/06/06 00:00:00,126
695,SWIMMING AREA,191,SWIMMING POOL,64951,BAPTIST MILESTONE LAP,750 CYPRESS STATION DR,LOUISVILLE,KY,40207,26,2000/10/29 00:00:00,127
695,SWIMMING AREA,197,SPA,89549,MIRALEA,320 JOE CONWAY CIR,MASONIC HOME,KY,40041,26,2012/11/02 00:00:00,128
695,SWIMMING AREA,191,SWIMMING POOL,97165,THE RETREAT AT LOUISVILLE,1000 MANOR PARK DR,LOUISVILLE,KY,40208,23,2015/07/22 00:00:00,129
695,SWIMMING AREA,191,SWIMMING POOL,29748,WISTERIA LANDING CONDOMINIUMS,6301 WISTERIA VIEW LN,LOUISVILLE,KY,40218,27,1989/06/20 00:00:00,130
695,SWIMMING AREA,191,SWIMMING POOL,29358,CROWNE PLAZA,830 PHILLIPS LN,LOUISVILLE,KY,40209,27,1988/06/07 00:00:00,131
695,SWIMMING AREA,191,SWIMMING POOL,77038,BRADFORD COMMONS,2700 BRADFORD COMMONS DR,LOUISVILLE,KY,40299,22,2006/10/16 00:00:00,132
695,SWIMMING AREA,191,SWIMMING POOL,29174,LAKEVIEW CONDOS WEST,1815 GARDINER LN,LOUISVILLE,KY,40205,28,1994/08/08 00:00:00,133
695,SWIMMING AREA,191,SWIMMING POOL,65165,INDIAN FALLS,9420 RIVER TRAIL DR,LOUISVILLE,KY,40229,27,2000/12/07 00:00:00,134
695,SWIMMING AREA,191,SWIMMING POOL,89550,MIRALEA,320 JOE CONWAY CIR,MASONIC HOME,KY,40041,26,2012/11/02 00:00:00,135
695,SWIMMING AREA,191,SWIMMING POOL,97302,KENDAL ON TAYLORSVILLE,4004 KEIGHLEY PARK LANE,JEFFERSONTOWN,KY,40299,22,2015/09/23 00:00:00,136
695,SWIMMING AREA,191,SWIMMING POOL,97530,WOODRIDGE LAKE,5110 WOODRIDGE LAKE BLVD,LOUISVILLE,KY,40229,23,2015/05/11 00:00:00,137
695,SWIMMING AREA,191,SWIMMING POOL,97623,DRURY INN & SUITES,9597 BROWNSBORO RD,LOUISVILLE,KY,40241,21,2016/02/29 00:00:00,138
695,SWIMMING AREA,197,SPA,97624,DRURY INN & SUITES,9597 BROWNSBORO RD,LOUISVILLE,KY,40241,21,2016/02/01 00:00:00,139
695,SWIMMING AREA,197,SPA,97736,UNIVERSITY POINTE,2108 UNITY DRIVE,LOUISVILLE,KY,40208,23,2016/08/23 00:00:00,140
695,SWIMMING AREA,191,SWIMMING POOL,97737,UNIVERSITY POINTE,2108 UNITY PLACE,LOUISVILLE,KY,40208,23,2016/08/23 00:00:00,141
695,SWIMMING AREA,191,SWIMMING POOL,97738,GERMANTOWN MILLS LOFT,946 GOSS AVE UNIT 5105,LOUISVILLE,KY,40217,28,2016/05/18 00:00:00,142
695,SWIMMING AREA,191,SWIMMING POOL,97812,HAMPTON INN & HOME2 SUITES,1150 FOREST BRIDGE RD,LOUISVILLE,KY,40223,25,,143
695,SWIMMING AREA,191,SWIMMING POOL,97948,SPRINGHOUSE,8400 TAPESTRY CIRCLE,LOUISVILLE,KY,40222,26,2016/11/11 00:00:00,144
695,SWIMMING AREA,191,SWIMMING POOL,97996,REGAL PARK APARTMENTS,9400 HURSTBOURNE PARK BLVD,LOUISVILLE,KY,40220,29,2015/08/21 00:00:00,145
695,SWIMMING AREA,197,SPA,98007,THE NINE,1900 S FLOYD STREET,LOUISVILLE,KY,40208,23,2016/08/25 00:00:00,146
695,SWIMMING AREA,196,SPRAY POOL,98008,BROAD RUN PARK CLIFFSIDE SPRAY,10751 BROAD RUN PARKWAY,FERN CREEK,KY,40291,22,,147
695,SWIMMING AREA,191,SWIMMING POOL,98312,BEST WESTERN PREMIER,4110 DIXIE HIGHWAY,LOUISVILLE,KY,40216,23,2015/09/11 00:00:00,148
695,SWIMMING AREA,191,SWIMMING POOL,98346,STAYBRIDGE SUITES,11711 GATEWORTH WAY,LOUISVILLE,KY,40299,22,2015/09/15 00:00:00,149
695,SWIMMING AREA,191,SWIMMING POOL,98844,ALOFT HOTEL - INDIAN SPRINGS,10700 WESTPORT RD,LOUISVILLE,KY,40241,21,,150
695,SWIMMING AREA,191,SWIMMING POOL,98913,HOLIDAY INN EXPRESS,1921 BISHOP LANE,LOUISVILLE,KY,40218,28,,151
695,SWIMMING AREA,196,SPRAY POOL,98925,ROBSION PARK SPLASH PAD,8125R LAGRANGE RD,LYNDON,KY,40222,29,,152
695,SWIMMING AREA,191,SWIMMING POOL,98992,FAIRFIELD INN AND SUITES,1220 KENTUCKY MILLS DR,LOUISVILLE,KY,40299,22,,153
695,SWIMMING AREA,191,SWIMMING POOL,99125,COURTYARD MAIN & CLAY APARTMENTS,633 E MAIN ST.,LOUISVILLE,KY,40202,28,2018/07/27 00:00:00,154
